代码	状态	类型	到期日	收回价	街货量	最新价
51530	正常	熊	2020/02/27	28600.000	202M	0.106
61074	正常	牛	2020/10/29	24739.000	199M	0.090
51595	正常	熊	2020/02/27	28500.000	162M	0.207
51651	正常	熊	2020/04/28	28528.000	151M	0.102
66094	正常	熊	2020/04/28	27400.000	150M	0.098
53669	正常	牛	2021/11/29	25000.000	129M	0.145
53576	正常	牛	2021/11/29	25200.000	125M	0.128
56114	正常	熊	2020/03/30	29300.000	111M	0.280
53258	正常	熊	2020/04/28	28000.000	101M	0.076
58001	正常	牛	2020/12/30	24500.000	89.2M	0.206
69243	正常	牛	2020/11/27	23377.000	89M	0.305
51995	正常	熊	2020/01/30	28188.000	88.8M	0.086
66105	正常	熊	2020/03/30	27400.000	88.2M	0.096
60679	正常	牛	2022/10/28	26468.000	86.9M	0.013
58202	正常	熊	2020/04/28	30288.000	85.3M	0.375
59530	正常	熊	2019/11/28	29750.000	83.2M	0.169
53298	正常	牛	2021/10/28	25028.000	83M	0.280
66735	正常	熊	2020/04/28	27768.000	82.6M	0.132
55870	正常	熊	2020/03/30	27908.000	78.7M	0.146
61616	正常	牛	2021/09/29	26388.000	76M	0.024
66282	正常	熊	2020/02/27	27418.000	75.8M	0.100
67381	正常	牛	2020/11/27	23577.000	75.8M	0.290
55871	正常	熊	2020/03/30	28008.000	75M	0.156
66384	正常	熊	2020/03/30	27728.000	74.3M	0.131
63465	正常	牛	2020/12/30	24037.000	73.9M	0.205
69201	正常	牛	2020/10/29	24339.000	72.2M	0.115
66313	正常	熊	2020/03/30	27500.000	70.8M	0.110
66581	正常	熊	2020/06/29	27500.000	66.6M	0.061
66306	正常	熊	2020/03/30	27400.000	64.5M	0.101
66716	正常	熊	2020/04/28	27408.000	62.5M	0.100
57433	正常	牛	2021/11/29	26048.000	60M	0.057
69255	正常	牛	2020/12/30	22537.000	50.3M	0.330
55090	正常	牛	2021/11/29	25500.000	49.9M	0.104
67402	正常	熊	2020/02/27	27548.000	48.3M	0.114
66161	正常	熊	2020/03/30	27388.000	47.4M	0.065
52023	正常	熊	2019/12/30	28107.000	47.3M	0.170
61194	正常	牛	2021/10/28	26478.000	44.7M	0.012
53889	正常	牛	2021/04/29	25010.000	43.4M	0.152
60155	正常	牛	2021/11/29	26458.000	42.6M	0.014
52246	正常	熊	2020/01/30	27988.000	41.8M	0.078
57170	正常	牛	2021/11/29	25858.000	40.9M	0.066
50660	正常	熊	2020/02/27	29600.000	40.6M	0.157
62803	正常	牛	2019/12/30	24898.000	40.5M	0.090
66850	正常	熊	2020/03/30	27438.000	40.3M	0.102
57619	正常	熊	2019/11/28	30658.000	38.7M	0.420
52179	正常	熊	2020/02/27	28000.000	38.1M	0.159
54495	正常	牛	2021/11/29	25358.000	37.3M	0.108
51618	正常	熊	2019/12/30	28372.000	37.3M	0.197
55872	正常	熊	2020/03/30	28168.000	36.6M	0.173
51396	正常	熊	2020/02/27	28858.000	36.4M	0.243
54622	正常	牛	2020/09/29	25498.000	35.1M	0.104
58896	正常	牛	2021/11/29	26100.000	34M	0.052
50672	正常	熊	2019/12/30	28888.000	33.3M	0.241
53570	正常	牛	2021/09/29	25200.000	32.1M	0.123
52106	正常	熊	2020/02/27	27938.000	30.4M	0.151
52099	正常	熊	2020/04/28	28288.000	30.3M	0.092
53715	正常	牛	2021/09/29	25200.000	28.2M	0.123
66369	正常	牛	2020/09/29	24700.000	27.1M	0.187
66579	正常	熊	2020/03/30	27388.000	26.9M	0.099
57354	正常	牛	2021/11/29	25969.000	26.6M	0.057
53625	正常	牛	2021/10/28	24500.000	26.4M	0.184
55839	正常	熊	2020/05/28	28000.000	25.6M	0.083
67049	正常	牛	2020/11/27	24377.000	25.4M	0.211
59130	正常	牛	2021/11/29	26100.000	24.7M	0.045
53891	正常	牛	2021/04/29	23710.000	24M	0.280
54452	正常	牛	2021/04/29	23510.000	24M	0.295
51897	正常	熊	2019/12/30	28088.000	24M	0.165
51904	正常	熊	2019/12/30	28100.000	23.6M	0.169
53716	正常	牛	2021/09/29	25000.000	23.6M	0.140
56240	正常	熊	2020/03/30	28000.000	23.4M	0.157
52223	正常	熊	2020/02/27	27988.000	23.1M	0.155
52086	正常	熊	2020/02/27	27948.000	22.9M	0.154
53499	正常	牛	2021/12/30	23950.000	22.4M	0.234
53607	正常	牛	2021/11/29	25168.000	21.9M	0.126
54863	正常	牛	2021/11/29	25468.000	21.9M	0.099
69028	正常	牛	2020/11/27	24800.000	21.5M	0.178
61311	正常	牛	2021/11/29	26338.000	21.4M	0.026
66296	正常	熊	2020/02/27	27718.000	21.4M	0.130
54238	正常	牛	2021/12/30	25300.000	21M	0.123
57226	正常	牛	2021/12/30	25908.000	20.9M	0.068
51299	正常	熊	2020/02/27	29200.000	20.8M	0.138
60446	正常	牛	2021/12/30	26478.000	20.7M	0.011
56852	正常	牛	2021/11/29	25418.000	20.7M	0.102
52097	正常	熊	2020/01/30	27978.000	20.4M	0.130
57490	正常	牛	2021/11/29	26090.000	20.2M	0.044
59100	正常	牛	2020/12/30	25898.000	19.5M	0.038
60445	正常	牛	2021/10/28	26400.000	19.4M	0.022
54728	正常	牛	2021/10/28	25500.000	19.3M	0.097
65057	正常	牛	2020/11/27	24400.000	19.3M	0.213
56075	正常	熊	2020/02/27	28088.000	19M	0.167
57828	正常	熊	2019/12/30	33188.000	18.7M	0.335
51981	正常	熊	2020/01/30	28057.000	18.1M	0.161
56493	正常	熊	2020/01/30	27950.000	17.8M	0.152
54825	正常	牛	2021/10/28	25400.000	17.8M	0.107
50518	正常	熊	2019/12/30	28900.000	17.6M	0.246
51919	正常	熊	2019/11/28	28250.000	17.5M	0.160
57894	正常	牛	2020/12/30	25698.000	17.1M	0.088
57169	正常	牛	2020/12/30	25798.000	16.8M	0.042
54122	正常	牛	2020/09/29	25098.000	16.6M	0.074
52216	正常	熊	2019/12/30	28028.000	16.6M	0.163
53011	正常	牛	2021/11/29	24508.000	16.5M	0.186
67839	正常	牛	2020/11/27	24248.000	16.5M	0.229
51939	正常	熊	2019/12/30	28100.000	15.8M	0.171
51900	正常	熊	2020/01/30	28488.000	15.6M	0.102
55840	正常	熊	2020/02/27	28178.000	15M	0.174
52515	正常	牛	2021/02/25	24820.000	15M	0.166
51465	正常	熊	2019/12/30	28800.000	14.8M	0.236
52207	正常	熊	2019/12/30	28038.000	14.4M	0.136
52061	正常	熊	2020/01/30	28388.000	14.3M	0.097
51993	正常	熊	2020/02/27	28107.000	14.2M	0.167
53686	正常	牛	2020/09/29	25198.000	14.1M	0.134
60878	正常	牛	2020/12/30	26398.000	14M	0.013
50020	正常	熊	2019/12/30	30038.000	14M	0.179
60838	正常	牛	2021/10/28	26208.000	13.8M	0.043
53770	正常	牛	2021/10/28	25218.000	13.5M	0.107
60161	正常	牛	2021/11/29	26400.000	13.5M	0.021
59587	正常	牛	2021/12/30	26208.000	13.4M	0.027
54511	正常	牛	2021/10/28	25438.000	13.3M	0.103
62419	正常	牛	2021/08/30	26508.000	13.2M	0.013
61305	正常	牛	2020/12/30	24577.000	12.9M	0.199
54482	正常	牛	2020/09/29	25298.000	12.9M	0.065
50843	正常	熊	2020/01/30	29000.000	12.9M	0.127
51955	正常	熊	2019/12/30	28208.000	12.2M	0.150
54436	正常	牛	2021/12/30	25300.000	12.1M	0.122
59187	正常	牛	2020/12/30	26308.000	11.9M	0.031
51940	正常	熊	2020/01/30	28200.000	11.7M	0.177
52164	正常	熊	2020/01/30	28050.000	11.6M	0.161
52572	正常	牛	2021/11/29	24728.000	11.3M	0.164
60178	正常	牛	2022/01/28	26400.000	11.3M	0.024
66484	正常	熊	2020/02/27	27450.000	11.2M	0.103
57499	正常	牛	2021/08/30	25868.000	11M	0.074
55113	正常	牛	2021/12/30	25200.000	11M	0.065
57351	正常	牛	2021/11/29	25700.000	10.8M	0.088
66119	正常	熊	2020/03/30	27658.000	10.8M	0.126
52166	正常	熊	2020/01/30	28250.000	10.8M	0.181
50592	正常	熊	2020/02/27	29358.000	10.6M	0.151
69202	正常	牛	2020/11/27	24177.000	10.5M	0.233
59685	正常	牛	2021/12/30	26308.000	10.2M	0.034
59642	正常	牛	2021/10/28	25800.000	10.2M	0.077
51586	正常	熊	2019/12/30	28400.000	10.1M	0.198
53354	正常	牛	2021/03/30	24910.000	10.1M	0.161
54020	正常	牛	2021/11/29	25228.000	10.1M	0.126
53608	正常	牛	2021/11/29	24888.000	10M	0.305
58087	正常	熊	2019/12/30	30588.000	9.97M	0.208
51622	正常	熊	2020/02/27	28372.000	9.86M	0.196
56016	正常	熊	2020/01/30	27928.000	9.64M	0.152
63881	正常	牛	2021/11/29	26508.000	9.22M	0.010
57310	正常	牛	2021/10/28	25878.000	9.1M	0.073
61207	正常	牛	2021/11/29	25800.000	9.1M	0.079
63399	正常	牛	2021/03/30	26498.000	8.98M	0.010
63110	正常	牛	2021/11/29	26500.000	8.95M	0.012
60867	正常	熊	2020/03/30	28538.000	8.76M	0.105
51469	正常	熊	2019/12/30	28688.000	8.75M	0.114
61304	正常	熊	2020/03/30	28038.000	8.68M	0.105
54510	正常	牛	2021/10/28	25300.000	8.42M	0.115
51257	正常	熊	2020/01/30	29738.000	8.35M	0.163
54719	正常	牛	2020/09/29	25398.000	8.3M	0.062
61932	正常	熊	2020/03/30	28038.000	8.3M	0.134
66486	正常	熊	2020/02/27	27700.000	8.08M	0.127
51505	正常	熊	2020/02/27	29158.000	8M	0.270
61319	正常	牛	2021/11/29	26218.000	7.98M	0.041
53319	正常	牛	2021/09/29	24900.000	7.92M	0.151
64943	正常	熊	2019/11/28	29108.000	7.9M	0.275
51925	正常	熊	2019/12/30	28200.000	7.83M	0.180
58897	正常	牛	2021/11/29	26000.000	7.72M	0.062
50742	正常	熊	2019/12/30	29000.000	7.7M	0.255
51876	正常	熊	2020/01/30	28398.000	7.5M	0.196
51924	正常	熊	2019/12/30	28100.000	7.38M	0.168
52139	正常	熊	2020/02/27	28690.000	7.32M	0.235
57162	正常	牛	2022/10/28	25969.000	7.3M	0.060
67055	正常	熊	2020/02/27	27548.000	7.12M	0.113
51941	正常	熊	2020/02/27	28300.000	7.1M	0.188
62331	正常	牛	2020/10/29	24600.000	7.02M	0.195
68994	正常	熊	2019/12/30	29188.000	7.02M	0.142
62723	正常	牛	2022/01/28	26500.000	7.02M	0.018
52150	正常	熊	2019/12/30	28000.000	6.84M	0.160
51938	正常	熊	2019/11/28	28057.000	6.8M	0.170
59047	正常	牛	2021/11/29	26200.000	6.78M	0.045
52165	正常	熊	2020/01/30	28150.000	6.7M	0.171
50856	正常	熊	2020/01/30	29128.000	6.62M	0.224
65183	正常	熊	2020/04/28	30188.000	6.42M	0.370
66258	正常	熊	2020/04/28	27500.000	6.35M	0.110
51500	正常	熊	2020/02/27	28800.000	6.34M	0.238
51597	正常	熊	2020/02/27	28778.000	6.12M	0.235
60971	正常	牛	2021/10/28	26378.000	6.12M	0.027
52098	正常	熊	2019/12/30	28138.000	6.1M	0.143
66916	正常	熊	2020/04/28	27600.000	6.05M	0.120
56113	正常	熊	2020/03/30	29100.000	5.98M	0.265
58836	正常	牛	2021/11/29	26200.000	5.98M	0.043
52195	正常	熊	2019/12/30	27938.000	5.94M	0.154
60129	正常	熊	2020/03/30	28838.000	5.9M	0.119
59687	正常	牛	2022/01/28	26308.000	5.84M	0.034
59888	正常	牛	2022/10/28	26308.000	5.82M	0.032
52087	正常	熊	2020/01/30	28048.000	5.66M	0.162
56074	正常	熊	2020/02/27	27968.000	5.65M	0.155
51466	正常	熊	2019/12/30	28550.000	5.4M	0.213
67165	正常	熊	2019/12/30	32000.000	5.36M	0.280
66694	正常	熊	2020/02/27	27568.000	5.32M	0.118
65832	正常	熊	2020/02/27	27900.000	5.28M	0.149
62615	正常	牛	2021/11/29	26400.000	5.22M	0.025
52337	正常	熊	2019/12/30	27938.000	5.1M	0.130
50747	正常	熊	2019/12/30	28988.000	5.1M	0.130
58806	正常	牛	2021/04/29	26110.000	5.08M	0.058
58866	正常	熊	2020/04/28	30088.000	5.02M	0.360
54648	正常	牛	2021/10/28	25268.000	5.02M	0.126
51255	正常	熊	2019/12/30	29538.000	5.01M	0.157
54475	正常	牛	2021/10/28	25318.000	5M	0.121
59070	正常	牛	2021/10/28	26000.000	4.98M	0.063
51686	正常	熊	2019/12/30	28600.000	4.98M	0.219
61257	正常	牛	2022/10/28	26218.000	4.9M	0.039
53497	正常	牛	2021/12/30	24788.000	4.88M	0.325
57347	正常	牛	2022/10/28	26110.000	4.86M	0.050
51587	正常	熊	2019/12/30	28500.000	4.85M	0.208
51906	正常	熊	2019/12/30	28300.000	4.78M	0.189
52489	正常	牛	2020/09/29	24748.000	4.73M	0.093
65104	正常	牛	2020/12/30	24337.000	4.62M	0.184
60122	正常	牛	2020/12/30	26198.000	4.57M	0.044
61066	正常	牛	2021/10/28	26408.000	4.55M	0.025
59935	正常	牛	2020/11/27	24750.000	4.54M	0.182
60613	正常	牛	2021/11/29	25850.000	4.5M	0.076
66780	正常	熊	2020/04/28	28508.000	4.42M	0.205
58375	正常	牛	2021/10/28	25648.000	4.4M	0.135
54702	正常	牛	2021/12/30	25268.000	4.38M	0.125
52247	正常	熊	2020/01/30	28288.000	4.35M	0.182
62772	正常	牛	2021/09/29	26468.000	4.3M	0.021
61213	正常	熊	2020/01/30	29087.000	4.28M	0.265
52075	正常	熊	2019/11/28	28000.000	4.22M	0.136
66769	正常	熊	2020/02/27	28248.000	4.1M	0.183
53343	正常	牛	2021/12/30	25218.000	4.02M	0.122
63124	正常	熊	2020/04/28	31188.000	4.02M	0.470
51650	正常	熊	2020/01/30	28398.000	4M	0.164
58810	正常	牛	2021/04/29	25910.000	3.9M	0.076
51886	正常	熊	2019/12/30	28400.000	3.86M	0.197
55051	正常	牛	2021/10/28	25508.000	3.85M	0.102
64953	正常	熊	2020/04/28	29188.000	3.82M	0.275
51735	正常	熊	2020/01/30	28468.000	3.78M	0.204
52308	正常	熊	2020/03/30	28080.000	3.75M	0.165
52117	正常	熊	2020/01/30	28138.000	3.75M	0.170
53807	正常	牛	2021/11/29	25208.000	3.7M	0.128
55056	正常	牛	2021/12/30	25500.000	3.7M	0.106
58066	正常	牛	2021/09/29	25518.000	3.7M	0.087
50196	正常	熊	2020/01/30	30300.000	3.52M	0.380
55795	正常	熊	2020/01/30	28000.000	3.52M	0.157
57870	正常	牛	2021/11/29	25992.000	3.52M	0.061
51905	正常	熊	2019/12/30	28200.000	3.48M	0.179
57194	正常	牛	2021/11/29	25950.000	3.4M	0.068
61048	正常	牛	2020/08/28	24888.000	3.38M	0.167
60126	正常	熊	2020/07/30	29388.000	3.37M	0.158
51967	正常	熊	2019/11/28	28057.000	3.36M	0.170
61291	正常	牛	2020/12/30	26098.000	3.27M	0.037
66447	正常	熊	2020/04/28	27550.000	3.22M	0.115
53668	正常	牛	2021/11/29	24900.000	3.12M	0.157
63829	正常	熊	2019/12/30	32100.000	3.12M	0.285
52015	正常	熊	2019/11/28	28300.000	3.12M	0.163
60449	正常	牛	2021/12/30	26248.000	3.12M	0.040
59789	正常	牛	2021/12/30	26168.000	3.08M	0.048
57457	正常	牛	2021/10/28	25998.000	3.04M	0.059
51254	正常	熊	2019/12/30	29338.000	3.01M	0.148
54676	正常	牛	2021/10/28	25478.000	2.98M	0.106
57397	正常	牛	2021/11/29	26050.000	2.97M	0.039
58816	正常	牛	2020/10/29	24788.000	2.94M	0.179
66917	正常	牛	2020/09/29	23400.000	2.9M	0.152
53545	正常	牛	2021/12/30	25000.000	2.85M	0.078
57600	正常	牛	2021/11/29	25900.000	2.85M	0.071
55071	正常	牛	2021/12/30	25400.000	2.82M	0.115
62873	正常	熊	2020/03/30	28638.000	2.82M	0.110
56821	正常	牛	2021/10/28	25000.000	2.8M	0.075
67343	正常	熊	2020/02/27	27678.000	2.8M	0.111
60193	正常	牛	2022/01/28	26200.000	2.78M	0.043
55984	正常	熊	2020/02/27	28308.000	2.78M	0.188
59941	正常	牛	2021/04/29	26410.000	2.76M	0.027
52180	正常	熊	2020/01/30	28178.000	2.72M	0.174
60684	正常	牛	2022/10/28	26268.000	2.68M	0.036
51192	正常	熊	2020/02/27	28888.000	2.67M	0.123
54959	正常	牛	2021/10/28	25500.000	2.67M	0.099
66859	正常	熊	2020/03/30	27588.000	2.66M	0.119
61879	正常	牛	2021/12/30	26450.000	2.55M	0.016
57413	正常	牛	2021/09/29	26088.000	2.5M	0.045
62013	正常	牛	2021/10/28	26428.000	2.5M	0.024
63184	正常	牛	2021/12/30	26222.000	2.5M	0.039
51512	正常	熊	2020/04/28	29008.000	2.49M	0.140
51816	正常	熊	2020/01/30	28668.000	2.48M	0.223
58199	正常	牛	2020/09/29	25598.000	2.45M	0.102
51594	正常	熊	2020/01/30	28372.000	2.42M	0.193
52088	正常	熊	2020/02/27	28148.000	2.42M	0.174
51642	正常	熊	2020/01/30	29138.000	2.38M	0.136
51687	正常	熊	2020/02/27	28488.000	2.38M	0.210
66386	正常	熊	2020/03/30	27928.000	2.36M	0.150
63208	正常	牛	2021/10/28	26500.000	2.3M	0.019
57578	正常	牛	2020/12/30	25992.000	2.29M	0.065
52041	正常	熊	2019/11/28	28107.000	2.28M	0.175
66059	正常	牛	2020/12/30	24708.000	2.22M	0.186
53062	正常	牛	2021/11/29	24878.000	2.22M	0.158
53217	正常	牛	2021/12/30	25048.000	2.18M	0.148
57710	正常	牛	2022/01/28	25992.000	2.14M	0.061
60355	正常	牛	2021/01/28	24768.000	2.1M	0.154
52051	正常	熊	2019/12/30	28150.000	2.08M	0.178
61251	正常	牛	2022/10/28	26418.000	2.08M	0.022
59287	正常	牛	2020/10/29	24728.000	2.06M	0.156
50462	正常	熊	2019/11/28	28900.000	2.06M	0.245
66447	正常	熊	2020/04/28	27550.000	3.22M	0.115
53668	正常	牛	2021/11/29	24900.000	3.12M	0.157
63829	正常	熊	2019/12/30	32100.000	3.12M	0.285
52015	正常	熊	2019/11/28	28300.000	3.12M	0.163
60449	正常	牛	2021/12/30	26248.000	3.12M	0.040
59789	正常	牛	2021/12/30	26168.000	3.08M	0.048
57457	正常	牛	2021/10/28	25998.000	3.04M	0.059
51254	正常	熊	2019/12/30	29338.000	3.01M	0.148
54676	正常	牛	2021/10/28	25478.000	2.98M	0.106
57397	正常	牛	2021/11/29	26050.000	2.97M	0.039
58816	正常	牛	2020/10/29	24788.000	2.94M	0.179
66917	正常	牛	2020/09/29	23400.000	2.9M	0.152
53545	正常	牛	2021/12/30	25000.000	2.85M	0.078
57600	正常	牛	2021/11/29	25900.000	2.85M	0.071
55071	正常	牛	2021/12/30	25400.000	2.82M	0.115
62873	正常	熊	2020/03/30	28638.000	2.82M	0.110
56821	正常	牛	2021/10/28	25000.000	2.8M	0.075
67343	正常	熊	2020/02/27	27678.000	2.8M	0.111
60193	正常	牛	2022/01/28	26200.000	2.78M	0.043
55984	正常	熊	2020/02/27	28308.000	2.78M	0.188
59941	正常	牛	2021/04/29	26410.000	2.76M	0.027
52180	正常	熊	2020/01/30	28178.000	2.72M	0.174
60684	正常	牛	2022/10/28	26268.000	2.68M	0.036
51192	正常	熊	2020/02/27	28888.000	2.67M	0.123
54959	正常	牛	2021/10/28	25500.000	2.67M	0.099
66859	正常	熊	2020/03/30	27588.000	2.66M	0.119
61879	正常	牛	2021/12/30	26450.000	2.55M	0.016
57413	正常	牛	2021/09/29	26088.000	2.5M	0.045
62013	正常	牛	2021/10/28	26428.000	2.5M	0.024
63184	正常	牛	2021/12/30	26222.000	2.5M	0.039
51512	正常	熊	2020/04/28	29008.000	2.49M	0.140
51816	正常	熊	2020/01/30	28668.000	2.48M	0.223
58199	正常	牛	2020/09/29	25598.000	2.45M	0.102
51594	正常	熊	2020/01/30	28372.000	2.42M	0.193
52088	正常	熊	2020/02/27	28148.000	2.42M	0.174
51642	正常	熊	2020/01/30	29138.000	2.38M	0.136
51687	正常	熊	2020/02/27	28488.000	2.38M	0.210
66386	正常	熊	2020/03/30	27928.000	2.36M	0.150
63208	正常	牛	2021/10/28	26500.000	2.3M	0.019
57578	正常	牛	2020/12/30	25992.000	2.29M	0.065
52041	正常	熊	2019/11/28	28107.000	2.28M	0.175
66059	正常	牛	2020/12/30	24708.000	2.22M	0.186
53062	正常	牛	2021/11/29	24878.000	2.22M	0.158
53217	正常	牛	2021/12/30	25048.000	2.18M	0.148
57710	正常	牛	2022/01/28	25992.000	2.14M	0.061
60355	正常	牛	2021/01/28	24768.000	2.1M	0.154
52051	正常	熊	2019/12/30	28150.000	2.08M	0.178
61251	正常	牛	2022/10/28	26418.000	2.08M	0.022
59287	正常	牛	2020/10/29	24728.000	2.06M	0.156
50462	正常	熊	2019/11/28	28900.000	2.06M	0.245
56761	正常	牛	2021/11/29	25338.000	1.5M	0.114
57434	正常	牛	2021/11/29	25948.000	1.5M	0.067
50443	正常	熊	2019/12/30	29028.000	1.48M	0.260
57723	正常	牛	2021/10/28	25992.000	1.46M	0.061
66906	正常	熊	2020/04/28	27548.000	1.46M	0.114
50593	正常	熊	2020/02/27	29558.000	1.44M	0.160
50799	正常	熊	2020/03/30	28988.000	1.44M	0.260
51499	正常	熊	2020/01/30	28700.000	1.44M	0.226
50195	正常	熊	2020/01/30	31000.000	1.42M	0.450
56422	正常	熊	2020/03/30	29050.000	1.42M	0.260
62151	正常	牛	2021/10/28	26488.000	1.42M	0.018
67357	正常	牛	2020/11/27	24277.000	1.42M	0.176
52181	正常	熊	2020/02/27	28278.000	1.42M	0.186
55744	正常	熊	2020/02/27	28300.000	1.4M	0.192
51529	正常	熊	2020/01/30	28568.000	1.38M	0.178
53253	正常	牛	2022/01/28	25068.000	1.38M	0.142
54835	正常	牛	2021/12/30	25450.000	1.38M	0.110
51036	正常	熊	2019/12/30	28950.000	1.35M	0.250
53704	正常	牛	2020/03/30	25210.000	1.34M	0.156
61690	正常	牛	2020/12/30	24000.000	1.34M	0.249
65978	正常	熊	2020/03/30	27978.000	1.34M	0.155
52118	正常	熊	2020/01/30	28288.000	1.32M	0.157
55583	正常	熊	2020/06/29	28390.000	1.31M	0.212
65269	正常	熊	2019/12/30	30190.000	1.3M	0.385
58030	正常	牛	2021/11/29	25893.000	1.3M	0.071
60816	正常	牛	2021/11/29	26348.000	1.3M	0.030
57488	正常	熊	2020/01/30	30788.000	1.28M	0.435
61554	正常	牛	2021/12/30	26378.000	1.28M	0.032
54791	正常	牛	2021/11/29	24928.000	1.25M	0.153
59048	正常	牛	2021/12/30	26100.000	1.24M	0.054
59588	正常	牛	2021/11/29	26058.000	1.24M	0.060
50454	正常	熊	2020/01/30	29488.000	1.2M	0.310
50750	正常	熊	2019/12/30	30400.000	1.2M	0.395
51975	正常	熊	2019/11/28	28107.000	1.2M	0.175
51604	正常	熊	2019/11/28	28372.000	1.18M	0.203
69689	正常	牛	2019/12/30	23700.000	1.18M	0.315
50731	正常	熊	2019/12/30	28824.000	1.18M	0.243
64983	正常	熊	2020/04/28	29338.000	1.16M	0.290
51667	正常	熊	2019/12/30	28500.000	1.15M	0.208
52016	正常	熊	2019/11/28	28500.000	1.14M	0.213
54525	正常	牛	2021/10/28	25400.000	1.14M	0.114
68564	正常	牛	2020/12/30	24677.000	1.12M	0.160
61425	正常	牛	2021/10/28	26268.000	1.11M	0.038
65164	正常	牛	2020/12/30	23650.000	1.1M	0.290
51541	正常	熊	2020/01/30	29158.000	1.1M	0.228
54898	正常	牛	2021/10/28	25388.000	1.1M	0.114
52821	正常	牛	2021/12/30	24360.000	1.1M	0.196
68824	正常	熊	2019/12/30	32288.000	1.08M	0.290
66394	正常	熊	2020/04/28	29000.000	1.08M	0.250
55757	正常	熊	2020/03/30	29700.000	1.08M	0.325
56761	正常	牛	2021/11/29	25338.000	1.5M	0.114
57434	正常	牛	2021/11/29	25948.000	1.5M	0.067
50443	正常	熊	2019/12/30	29028.000	1.48M	0.260
57723	正常	牛	2021/10/28	25992.000	1.46M	0.061
66906	正常	熊	2020/04/28	27548.000	1.46M	0.114
50593	正常	熊	2020/02/27	29558.000	1.44M	0.160
50799	正常	熊	2020/03/30	28988.000	1.44M	0.260
51499	正常	熊	2020/01/30	28700.000	1.44M	0.226
50195	正常	熊	2020/01/30	31000.000	1.42M	0.450
56422	正常	熊	2020/03/30	29050.000	1.42M	0.260
62151	正常	牛	2021/10/28	26488.000	1.42M	0.018
67357	正常	牛	2020/11/27	24277.000	1.42M	0.176
52181	正常	熊	2020/02/27	28278.000	1.42M	0.186
55744	正常	熊	2020/02/27	28300.000	1.4M	0.192
51529	正常	熊	2020/01/30	28568.000	1.38M	0.178
53253	正常	牛	2022/01/28	25068.000	1.38M	0.142
54835	正常	牛	2021/12/30	25450.000	1.38M	0.110
51036	正常	熊	2019/12/30	28950.000	1.35M	0.250
53704	正常	牛	2020/03/30	25210.000	1.34M	0.156
61690	正常	牛	2020/12/30	24000.000	1.34M	0.249
65978	正常	熊	2020/03/30	27978.000	1.34M	0.155
52118	正常	熊	2020/01/30	28288.000	1.32M	0.157
55583	正常	熊	2020/06/29	28390.000	1.31M	0.212
65269	正常	熊	2019/12/30	30190.000	1.3M	0.385
58030	正常	牛	2021/11/29	25893.000	1.3M	0.071
60816	正常	牛	2021/11/29	26348.000	1.3M	0.030
57488	正常	熊	2020/01/30	30788.000	1.28M	0.435
61554	正常	牛	2021/12/30	26378.000	1.28M	0.032
54791	正常	牛	2021/11/29	24928.000	1.25M	0.153
59048	正常	牛	2021/12/30	26100.000	1.24M	0.054
59588	正常	牛	2021/11/29	26058.000	1.24M	0.060
50454	正常	熊	2020/01/30	29488.000	1.2M	0.310
50750	正常	熊	2019/12/30	30400.000	1.2M	0.395
51975	正常	熊	2019/11/28	28107.000	1.2M	0.175
51604	正常	熊	2019/11/28	28372.000	1.18M	0.203
69689	正常	牛	2019/12/30	23700.000	1.18M	0.315
50731	正常	熊	2019/12/30	28824.000	1.18M	0.243
64983	正常	熊	2020/04/28	29338.000	1.16M	0.290
51667	正常	熊	2019/12/30	28500.000	1.15M	0.208
52016	正常	熊	2019/11/28	28500.000	1.14M	0.213
54525	正常	牛	2021/10/28	25400.000	1.14M	0.114
68564	正常	牛	2020/12/30	24677.000	1.12M	0.160
61425	正常	牛	2021/10/28	26268.000	1.11M	0.038
65164	正常	牛	2020/12/30	23650.000	1.1M	0.290
51541	正常	熊	2020/01/30	29158.000	1.1M	0.228
54898	正常	牛	2021/10/28	25388.000	1.1M	0.114
52821	正常	牛	2021/12/30	24360.000	1.1M	0.196
68824	正常	熊	2019/12/30	32288.000	1.08M	0.290
66394	正常	熊	2020/04/28	29000.000	1.08M	0.250
55757	正常	熊	2020/03/30	29700.000	1.08M	0.325
58996	正常	牛	2020/10/29	24838.000	1.06M	0.171
51617	正常	熊	2020/01/30	28498.000	1.06M	0.176
64630	正常	牛	2019/11/28	24000.000	1.05M	0.270
50794	正常	熊	2019/11/28	29008.000	1.05M	0.260
54148	正常	牛	2021/12/30	24950.000	1.05M	0.154
69066	正常	牛	2020/09/29	21800.000	1.04M	0.228
57017	正常	牛	2020/10/29	23458.000	1.04M	0.305
54862	正常	牛	2021/10/28	25278.000	1.04M	0.125
67170	正常	熊	2020/02/27	27648.000	1.04M	0.124
52116	正常	熊	2020/01/30	27988.000	1.02M	0.131
59151	正常	熊	2020/01/30	29588.000	1.02M	0.315
59099	正常	牛	2021/12/30	25578.000	1.02M	0.100
61184	正常	牛	2021/11/29	26348.000	1.02M	0.032
51746	正常	熊	2019/11/28	28480.000	1M	0.213
57355	正常	牛	2021/11/29	25700.000	1M	0.085
51730	正常	熊	2020/02/27	29358.000	1M	0.290
56706	正常	牛	2022/01/28	25468.000	1M	0.108
57285	正常	牛	2021/11/29	25848.000	1M	0.065
